Product_ID|Line_Name|Product_Category|Product_Name|Supplier_ID|Supplier_Name|Supplier_Country|MSRP
220200100023|Clothes & Shoes|Shoes|Big Guy Men's Air 45 Trainer Shoes|1303|Eclipse Inc|US|$144.00
220200100025|Clothes & Shoes|Shoes|Big Guy  Men's Air Ace 4 Plus Low-Tennis Shoe|1303|Eclipse Inc|US|$166.00
220200100026|Clothes & Shoes|Shoes|Big Guy Men's Air Align Shoes|1303|Eclipse Inc|US|$130.00
220200100027|Clothes & Shoes|Shoes|Big Guy Men's Air Aragon Shoes|1303|Eclipse Inc|US|$152.00
220200100029|Clothes & Shoes|Shoes|Big Guy Men's Air Baltoro Shoes|1303|Eclipse Inc|US|$201.00
220200100030|Clothes & Shoes|Shoes|Big Guy Men's Air Cortez Shoes|1303|Eclipse Inc|US|$144.00
220200100033|Clothes & Shoes|Shoes|Big Guy Men's Air Croos Trainer Iii Shoes|1303|Eclipse Inc|US|$213.00
220200100034|Clothes & Shoes|Shoes|Big Guy Men's Air Deschutz Shoes|1303|Eclipse Inc|US|$95.00
220200100035|Clothes & Shoes|Shoes|Big Guy Men's Air Deschutz Viii Shoes|1303|Eclipse Inc|US|$121.00
220200100037|Clothes & Shoes|Shoes|Big Guy Men's Air Escape Mid Shoes|1303|Eclipse Inc|US|$201.00
220200100038|Clothes & Shoes|Shoes|Big Guy Men's Air Exploraid Shoes|1303|Eclipse Inc|US|$210.00
220200100039|Clothes & Shoes|Shoes|Big Guy Men's Air Famished Shoes|1303|Eclipse Inc|US|$168.00
220200100041|Clothes & Shoes|Shoes|Big Guy Men's Air Flight Determination Shoes|1303|Eclipse Inc|US|$337.00
220200100042|Clothes & Shoes|Shoes|Big Guy Men's Air Flyer Plus Shoes|1303|Eclipse Inc|US|$117.00
220200100044|Clothes & Shoes|Shoes|Big Guy Men's Air Force Strong Shoes|1303|Eclipse Inc|US|$201.00
220200100045|Clothes & Shoes|Shoes|Big Guy Men's Air Humara Shoes|1303|Eclipse Inc|US|$207.00
220200100047|Clothes & Shoes|Shoes|Big Guy Men's Air International Shoes|1303|Eclipse Inc|US|$146.00
220200100048|Clothes & Shoes|Shoes|Big Guy Men's Air International Triax Shoes|1303|Eclipse Inc|US|$225.00
220200100050|Clothes & Shoes|Shoes|Big Guy Men's Air Mantra Shoes|1303|Eclipse Inc|US|$147.00
220200100051|Clothes & Shoes|Shoes|Big Guy Men's Air Masai Shoes|1303|Eclipse Inc|US|$236.00
220200100052|Clothes & Shoes|Shoes|Big Guy Men's Air Mickey 95 Running Shoes|1303|Eclipse Inc|US|$385.00
220200100053|Clothes & Shoes|Shoes|Big Guy Men's Air Mickey Shoes|1303|Eclipse Inc|US|$359.00
220200100056|Clothes & Shoes|Shoes|Big Guy Men's Air MickeyTailwind Shoes|1303|Eclipse Inc|US|$279.00
220200100057|Clothes & Shoes|Shoes|Big Guy Men's Air Mickey Willy Shoes|1303|Eclipse Inc|US|$246.00
220200100058|Clothes & Shoes|Shoes|Big Guy Men's Air Metal Mickey Shoes|1303|Eclipse Inc|US|$335.00
220200100059|Clothes & Shoes|Shoes|Big Guy Men's Air Metal Mickey Shoes VI|1303|Eclipse Inc|US|$277.00
220200100060|Clothes & Shoes|Shoes|Big Guy Men's Air One Eighty  Shoes|1303|Eclipse Inc|US|$96.00
220200100061|Clothes & Shoes|Shoes|Big Guy Men's Air Orchestrate Shoes|1303|Eclipse Inc|US|$147.00
220200100062|Clothes & Shoes|Shoes|Big Guy Men's Air Outland Shoes|1303|Eclipse Inc|US|$179.00
220200100063|Clothes & Shoes|Shoes|Big Guy Men's Air Perish Nb Shoes|1303|Eclipse Inc|US|$129.00
220200100065|Clothes & Shoes|Shoes|Big Guy Men's Air Pro I.C Indoor Shoes|1303|Eclipse Inc|US|$138.00
220200100066|Clothes & Shoes|Shoes|Big Guy Men's Air Quest Shoes|1303|Eclipse Inc|US|$170.00
220200100067|Clothes & Shoes|Shoes|Big Guy Men's Air Quintessential Tw-W Shoes|1303|Eclipse Inc|US|$200.00
220200100069|Clothes & Shoes|Shoes|Big Guy Men's Air Reckoning Ii Shoes|1303|Eclipse Inc|US|$150.00
220200100070|Clothes & Shoes|Shoes|Big Guy Men's Air Reckoning Ii-Tennis Shoes|1303|Eclipse Inc|US|$143.00
220200100071|Clothes & Shoes|Shoes|Big Guy Men's Air Rekoning Iii Shoes|1303|Eclipse Inc|US|$137.00
220200100072|Clothes & Shoes|Shoes|Big Guy Men's Air Skylon Triax Shoes|1303|Eclipse Inc|US|$197.00
220200100077|Clothes & Shoes|Shoes|Big Guy Men's Air Span Triax Shoes|1303|Eclipse Inc|US|$191.00
220200100078|Clothes & Shoes|Shoes|Big Guy Men's Air Stormy Skylon Shoes|1303|Eclipse Inc|US|$215.00
220200100079|Clothes & Shoes|Shoes|Big Guy Men's Air Structure Triax Shoes|1303|Eclipse Inc|US|$240.00
220200100082|Clothes & Shoes|Shoes|Big Guy Men's Air Tailwind Iv Shoes|1303|Eclipse Inc|US|$318.00
220200100083|Clothes & Shoes|Shoes|Big Guy Men's Air Tailwind  Shoes|1303|Eclipse Inc|US|$307.00
220200100084|Clothes & Shoes|Shoes|Big Guy Men's Air Tailwind Shoes|1303|Eclipse Inc|US|$202.00
220200100086|Clothes & Shoes|Shoes|Big Guy Men's Air Terra Central Shoes|1303|Eclipse Inc|US|$225.00
220200100087|Clothes & Shoes|Shoes|Big Guy Men's Air Terra Clay-Tennis Shoes|1303|Eclipse Inc|US|$221.00
220200100089|Clothes & Shoes|Shoes|Big Guy Men's Air Terra Humara Nb Shoes|1303|Eclipse Inc|US|$268.00
220200100090|Clothes & Shoes|Shoes|Big Guy Men's Air Terra Reach Shoes|1303|Eclipse Inc|US|$171.00
220200100091|Clothes & Shoes|Shoes|Big Guy Men's Air Terra Rise Shoes|1303|Eclipse Inc|US|$169.00
220200100092|Clothes & Shoes|Shoes|Big Guy Men's Air Terra Sebec Shoes|1303|Eclipse Inc|US|$161.00
220200100093|Clothes & Shoes|Shoes|Big Guy Men's Air Terra Train Shoes|1303|Eclipse Inc|US|$195.00
220200100094|Clothes & Shoes|Shoes|Big Guy Men's Air Terra Triax Shoes|1303|Eclipse Inc|US|$232.00
220200100096|Clothes & Shoes|Shoes|Big Guy Men's Air Tiempo Pro Ic Shoes|1303|Eclipse Inc|US|$143.00
220200100097|Clothes & Shoes|Shoes|Big Guy  Men's Air Trainer Structure Plu Shoe|1303|Eclipse Inc|US|$175.00
220200100098|Clothes & Shoes|Shoes|Big Guy Men's Air Tuned Max Shoes|1303|Eclipse Inc|US|$252.00
220200100099|Clothes & Shoes|Shoes|Big Guy Men's Air Tuned Sirocco Shoes|1303|Eclipse Inc|US|$307.00
220200100100|Clothes & Shoes|Shoes|Big Guy Men's Air Turbino F.G. Shoes|1303|Eclipse Inc|US|$168.00
220200100101|Clothes & Shoes|Shoes|Big Guy Men's Air Turbulence Shoes|1303|Eclipse Inc|US|$115.00
220200100104|Clothes & Shoes|Shoes|Big Guy Men's Air Zoom 90 I.C. Shoes|1303|Eclipse Inc|US|$185.00
220200100105|Clothes & Shoes|Shoes|Big Guy Men's Air Zoom Beyond-Tennis Shoes|1303|Eclipse Inc|US|$346.00
220200100107|Clothes & Shoes|Shoes|Big Guy Men's Air Zoom Citizen Shoes|1303|Eclipse Inc|US|$346.00
220200100108|Clothes & Shoes|Shoes|Big Guy Men's Air Zoom Drive Shoes|1303|Eclipse Inc|US|$260.00
220200100110|Clothes & Shoes|Shoes|Big Guy Men's Air Zoom Italia F.G Shoes|1303|Eclipse Inc|US|$355.00
220200100113|Clothes & Shoes|Shoes|Big Guy Men's Air Zoom Pivot Mid Ii Shoes|1303|Eclipse Inc|US|$268.00
220200100116|Clothes & Shoes|Shoes|Big Guy Men's Air Zoom Total 90 F.G Shoes|1303|Eclipse Inc|US|$354.00
220200100120|Clothes & Shoes|Shoes|Big Guy Men's Cortez Iii Leather Shoes|1303|Eclipse Inc|US|$130.00
220200100121|Clothes & Shoes|Shoes|Big Guy Men's Cortez Leather Street Shoes|1303|Eclipse Inc|US|$134.00
220200100122|Clothes & Shoes|Shoes|Big Guy Men's Cortez Nbuck-Street Shoes|1303|Eclipse Inc|US|$165.00
220200100123|Clothes & Shoes|Shoes|Big Guy Men's Deschutz Slide Shoes|1303|Eclipse Inc|US|$56.00
220200100124|Clothes & Shoes|Shoes|Big Guy Men's First Set-Tennis Shoes|1303|Eclipse Inc|US|$122.00
220200100126|Clothes & Shoes|Shoes|Big Guy Men's Gts Canvas Plus Shoes|1303|Eclipse Inc|US|$57.00
220200100128|Clothes & Shoes|Shoes|Big Guy Men's Hermosa Shoes|1303|Eclipse Inc|US|$94.00
220200100129|Clothes & Shoes|Shoes|Big Guy Men's International Triax Shoes|1303|Eclipse Inc|US|$152.00
220200100132|Clothes & Shoes|Shoes|Big Guy Men's Klickitat Mid Shoes|1303|Eclipse Inc|US|$176.00
220200100134|Clothes & Shoes|Shoes|Big Guy Men's Maniacal Shoes|1303|Eclipse Inc|US|$95.00
220200100137|Clothes & Shoes|Shoes|Big Guy Men's Multicourt Ii Shoes|1303|Eclipse Inc|US|$89.00
220200100139|Clothes & Shoes|Shoes|Big Guy Men's Payoff Trainer Shoes|1303|Eclipse Inc|US|$97.00
220200100142|Clothes & Shoes|Shoes|Big Guy Men's Span Triax Shoes|1303|Eclipse Inc|US|$205.00
220200100143|Clothes & Shoes|Shoes|Big Guy Men's Speedy Flight Plus Shoes|1303|Eclipse Inc|US|$140.00
220200100144|Clothes & Shoes|Shoes|Big Guy Men's Strap Runner Shoes|1303|Eclipse Inc|US|$87.00
220200100145|Clothes & Shoes|Shoes|Big Guy Men's Structure Triax Shoes|1303|Eclipse Inc|US|$215.00
220200100146|Clothes & Shoes|Shoes|Big Guy Men's Tennis Classic Shoes|1303|Eclipse Inc|US|$87.00
220200100147|Clothes & Shoes|Shoes|Big Guy Men's Terra Humara Shoes|1303|Eclipse Inc|US|$224.00
220200100149|Clothes & Shoes|Shoes|Big Guy Men's Ultraccel 2 F.G. Soccer Shoes|1303|Eclipse Inc|US|$91.00
220200100153|Clothes & Shoes|Shoes|Big Guy Men's Understudy Cross Train. Shoes|1303|Eclipse Inc|US|$79.00
220200100155|Clothes & Shoes|Shoes|Big Guy Men's Zoom Explorage Shoes|1303|Eclipse Inc|US|$247.00
220200100156|Clothes & Shoes|Shoes|Big Guy Men'sAir Duration Shoes|1303|Eclipse Inc|US|$219.00
220200100158|Clothes & Shoes|Shoes|Delicate Distance Shoes|1303|Eclipse Inc|US|$13.00
220200100160|Clothes & Shoes|Shoes|Eclipse Mens Off Court Tennis Shoes|1303|Eclipse Inc|US|$60.00
220200100161|Clothes & Shoes|Shoes|Eclipse Women's Off Court Canvas Shoes|1303|Eclipse Inc|US|$68.00
220200100165|Clothes & Shoes|Shoes|Sire Air Max-Running Shoes|1303|Eclipse Inc|US|$334.00
220200100166|Clothes & Shoes|Shoes|Sire Air Tailwind 1v Running Shoes|1303|Eclipse Inc|US|$279.00
220200100173|Clothes & Shoes|Shoes|Woman's Air Athena Triax-Running Shoes|1303|Eclipse Inc|US|$212.00
220200100235|Clothes & Shoes|Shoes|Woman's Cortez Nubuck-Street Shoes|1303|Eclipse Inc|US|$164.00
220200200002|Clothes & Shoes|Shoes|Men's Nubuck-Retro Running Shoes Roadster|109|Petterson AB|SE|$124.00
220200200004|Clothes & Shoes|Shoes|Allinall Star 2000 Women's Canvas Shoes|109|Petterson AB|SE|$115.00
220200200005|Clothes & Shoes|Shoes|Allinall Star Men's Canvas Shoes|109|Petterson AB|SE|$78.00
220200200009|Clothes & Shoes|Shoes|Cruise 1984 Men's Street Shoes|109|Petterson AB|SE|$109.00
220200200010|Clothes & Shoes|Shoes|Cruise Men's Road Chunk Street Shoes|109|Petterson AB|SE|$121.00
220200200011|Clothes & Shoes|Shoes|Cruise Platypus Men's Street Shoes|109|Petterson AB|SE|$158.00
220200200014|Clothes & Shoes|Shoes|Dubby Low Men's Street Shoes|109|Petterson AB|SE|$165.00
220200200015|Clothes & Shoes|Shoes|Dubby Low Men's Street Shoes Large|109|Petterson AB|SE|$191.00
220200200018|Clothes & Shoes|Shoes|Lulu Men's Street Shoes|109|Petterson AB|SE|$121.00
220200200021|Clothes & Shoes|Shoes|Pro Fit  Gel Ds Trainer Iv Men's Running Shoe|1747|Pro Sportswear Inc|US|$141.00
220200200022|Clothes & Shoes|Shoes|Pro Fit Gel Ds Trainer Women's Running Shoes|1747|Pro Sportswear Inc|US|$100.00
220200200024|Clothes & Shoes|Shoes|Pro Fit Gel Gt 2030 Women's Running Shoes|1747|Pro Sportswear Inc|US|$127.00
220200200027|Clothes & Shoes|Shoes|Salida Low Men's Outdoor Shoes|13198|Twain Inc|US|$173.00
220200200031|Clothes & Shoes|Shoes|Soft 1040 Women's Running Shoes|1747|Pro Sportswear Inc|US|$78.00
220200200032|Clothes & Shoes|Shoes|Soft 140 Men's Running Shoes|1747|Pro Sportswear Inc|US|$178.00
220200200034|Clothes & Shoes|Shoes|Soft Alta Plus Men's Indoor Shoes|1747|Pro Sportswear Inc|US|$193.00
220200200035|Clothes & Shoes|Shoes|Soft Alta Plus Women's Indoor Shoes|1747|Pro Sportswear Inc|US|$183.00
220200200036|Clothes & Shoes|Shoes|Soft Astro Men's Running Shoes|1747|Pro Sportswear Inc|US|$110.00
220200200037|Clothes & Shoes|Shoes|Soft Astro Women's Running Shoes|1747|Pro Sportswear Inc|US|$128.00
220200200038|Clothes & Shoes|Shoes|Soft Court Women's Indoor Shoes|1747|Pro Sportswear Inc|US|$64.00
220200200039|Clothes & Shoes|Shoes|Soft Cumulus Men's Running Shoes|1747|Pro Sportswear Inc|US|$175.00
220200200041|Clothes & Shoes|Shoes|Soft Ds Trainer Men's Running Shoes|1747|Pro Sportswear Inc|US|$208.00
220200200042|Clothes & Shoes|Shoes|Soft Ds Trainer Women's Running Shoes|1747|Pro Sportswear Inc|US|$233.00
220200200043|Clothes & Shoes|Shoes|Soft Gel Court Men's Indoor Shoes|1747|Pro Sportswear Inc|US|$63.00
220200200045|Clothes & Shoes|Shoes|Soft Gt 2040 Women's Running Shoes|1747|Pro Sportswear Inc|US|$207.00
220200200047|Clothes & Shoes|Shoes|Soft Gt 2050 Women's Running Shoes|1747|Pro Sportswear Inc|US|$263.00
